NE ID;END ID;TIPO TOP
JURD04;SPJAU_0003;NÃO TOP
JUVN02;SPJAU_0009;NÃO TOP
JVRD01;SPSJV_0002;NÃO TOP
JVRD02;SPSJV_0003;NÃO TOP
JYCT01;SPJPS_0001;TOP
KACT01;SPCUH_0001;NÃO TOP
KBCT01;SPCBC_0001;NÃO TOP
KBRD01;SPCBC_0002;TOP
KBRD02;SPCBC_0003;TOP
KJCT01;SPCJB_0001;NÃO TOP
KLCT01;SPCHL_0001;TOP
KMCT01;SPCDM_0001;TOP
KMRD01;SPCDM_0002;NÃO TOP
KOCT01;SPCLN_0001;NÃO TOP
KORD01;SPCLN_0002;NÃO TOP
KPCT01;SPBNS_0001;TOP
KPRD01;SPBNS_0002;TOP
KSCT01;SPCRS_0001;NÃO TOP
KTCT01;SPMAT_0001;NÃO TOP
KVRD01;SPCPR_0001;TOP
KVVF01;SPCPR_0002;NÃO TOP
KXCT01;SPCLT_0001;NÃO TOP
KZCT01;SPSZS_0001;NÃO TOP
LADO01;SPLJP_0001;NÃO TOP
LARD01;SPLJP_0002;NÃO TOP
LCCT02;SPLUC_0001;TOP
LDRP01;SPLIA_0001;NÃO TOP
LEAN01;SPLME_0001;NÃO TOP
LGRD02;SPCEG_0001;TOP
LHCT01;SPILHS0001;NÃO TOP
LKCT01;SPBLC_0001;TOP
LLCT01;SPPMT_0001;NÃO TOP
LMBD01;SPLRA_0001;TOP
LMBN01;SPLRA_0002;TOP
LMBN02;SPLRA_0003;NÃO TOP
LMCT01;SPLRA_0004;NÃO TOP
LMRD01;SPLRA_0012;TOP
LMJP01;SPLRA_0006;NÃO TOP
LMJP02;SPLRA_0007;NÃO TOP
LMJR01;SPLRA_0008;TOP
LMMC01;SPLRA_0009;TOP
LMPH01;SPLRA_0010;TOP
LMPN02;SPLRA_0028;NÃO TOP
LMER01;SPLRA_0005;NÃO TOP
LMRD02;SPLRA_0013;NÃO TOP
LMSC01;SPLRA_0014;NÃO TOP
LMSL01;SPLRA_0015;NÃO TOP
LNBV01;SPLIS_0001;NÃO TOP
LNVP01;SPLIS_0002;TOP
LOPP01;SPLOU_0001;NÃO TOP
LPCT01;SPLEP_0003;TOP
LPRD03;SPLEP_0001;TOP
LPTI01;SPLEP_0002;TOP
LRCT01;SPLNA_0001;TOP
LRPR01;SPLNA_0002;NÃO TOP
LSCT01;SPSALS0001;TOP
LSRB01;SPSALS0002;NÃO TOP
LSRB02;SPSALS0003;TOP
LTCT01;SPLST_0001;NÃO TOP
LUCT01;SPSLD_0001;NÃO TOP
LVBB01;SPLVN_0001;TOP
LVFG01;SPLVN_0002;NÃO TOP
LYCT01;SPSNL_0001;TOP
MAJV01;SPMAU_0001;TOP
MASJ01;SPRPS_0001;NÃO TOP
MASM01;SPSNE_0001;TOP
MASV01;SPMAU_0002;NÃO TOP
MAVA01;SPMAU_0005;NÃO TOP
MAVD01;SPMAU_0003;TOP
MAVF01;SPMAU_0004;TOP
MBCT01;SPABS_0001;TOP
MCBB01;SPMCZ_0001;TOP
MCBU01;SPMCZ_0002;TOP
MCCC01;SPMCZ_0020; NÃO TOP
MCCS01;SPMCZ_0003;NÃO TOP
MCGB01;SPMCZ_0004;NÃO TOP
MCJP01;SPMCZ_0006;NÃO TOP
MCJP02;SPSZN_0001;NÃO TOP
MCMM01;SPMCZ_0007;TOP
MCRI01;SPMCZ_0008;TOP
MCSB01;SPMCZ_0009;TOP
MCSP01;SPMCZ_0010;NÃO TOP
MCVB01;SPMCZ_0013;TOP
MCVJ01;SPMCZ_0014;TOP
MCVL01;SPMCZ_0015;TOP
MCVM01;SPMCZ_0016;NÃO TOP
MCVM02;SPMCZ_0017; NÃO TOP
MCVO01;SPMCZ_0018;NÃO TOP
MCVP01;SPMCZ_0019;TOP
MECT01;SPMTT_0001;TOP
MGAR01;SPMGU_0001;NÃO TOP
MGCN01;SPMGU_0002;TOP
MGJC01;SPMGU_0003;NÃO TOP
MGRD01;SPMGU_0004;NÃO TOP
MHRD01;SPAMH_0001;TOP
MJCT01;SPMMM_0001;NÃO TOP
MJJP01;SPMMM_0002;TOP
MJRD01;SPMMM_0003;NÃO TOP
MJRD02;SPMMM_0004;TOP
MKRD01;SPMOC_0001;TOP
MKVM01;SPMOC_0002;TOP
MLDI01;SPMIA_0001;NÃO TOP
MLFR01;SPMIA_0002;TOP
MLMC01;SPMIA_0003;NÃO TOP
MLMN01;SPMIA_0004;NÃO TOP
MLPL01;SPMIA_0005;NÃO TOP
MLPL02;SPMIA_0006;TOP
MLRD02;SPOIN_0001;TOP
MMCP01;SPMOR_0001;NÃO TOP
MMRD01;SPMOR_0002;TOP
MMVA01;SPMOR_0003;NÃO TOP
MNCT01;SPMNT_0001;NÃO TOP
MOBI01;SPMGG_0001;TOP
MOMM01;SPMGG_0003; NÃO TOP
MOPG01;SPMGG_0004;NÃO TOP
MPRD01;SPMOZ_0002;NÃO TOP
MQRP01;SPMNQ_0001;NÃO TOP
MRAC01;SPMAR_0001;TOP
MRLP01;SPMAR_0003;TOP
MRFD01;SPMAR_0004;NÃO TOP
MRTP01;SPMAR_0005;NÃO TOP
MRVR01;SPMAR_0006;NÃO TOP
MSCT01;SPMRS_0001;TOP
MSRD01;SPMRS_0002;NÃO TOP
MTRD01;SPMOM_0001;NÃO TOP
MTRD02;SPMOM_0002;NÃO TOP
MTRD03;SPMOM_0003;TOP
MTRD04;SPMOM_0004;TOP
MTVG01;SPMOM_0005;NÃO TOP
MUCT01;SPMIU_0001;TOP
MURD03;SPMIU_0003;TOP
MURD04;SPMIU_0004;TOP
MWCT01;SPMAB_0001;TOP
MXCT01;SPMDU_0001;TOP
MYCT01;SPMCY_0001;NÃO TOP
MYRD01;SPMCY_0002;TOP
NACT01;SPNHA_0001;TOP
NBRD01;SPAHM_0001;TOP
NCCT01;SPRAC_0001;NÃO TOP
NDCT01;SPADD_0001;NÃO TOP
NDRD01;SPADD_0002;NÃO TOP
NDRD03;SPADD_0003;TOP
NECT01;SPNVA_0001;TOP
NETLEDGE;0; NÃO TOP
NGRD01;SPANG_0001;NÃO TOP
NGRD02;SPANG_0002;NÃO TOP
NGRD03;SPCMAL0001;TOP
NHCT01;SPNHT_0001;NÃO TOP
NLCT01;SPRLS_0001;TOP
NMRD03;SPPPM_0002;NÃO TOP
NOCT01;SPNDS_0001;TOP
NPCT01;SPNZP_0001;NÃO TOP
NPDP02;SPNZP_0002;NÃO TOP
NRCT01;SPPNR_0001;NÃO TOP
NSCT01;SPSAO_0001;TOP
NTCT01;SPPLN_0002;TOP
NUCT01;SPNUA_0001;TOP
NVCT01;SPNGA_0001;TOP
OACT01;SPPTB_0001;TOP
OBRD01;SPCLM_0001;NÃO TOP
OCST01;SPSOR_0002;NÃO TOP
ODCT01;SPIOI_0001;TOP
OECT01;SPBBO_0001;NÃO TOP
OICT01;SPANP_0001;NÃO TOP
OLCT01;SPOIA_0001;NÃO TOP
OMCT01;SPPOTM0001;NÃO TOP
ONRD01;SPCNH_0001;NÃO TOP
ONRD02;SPCNH_0002;NÃO TOP
OOCT01;SPPDI_0002;TOP
OPCT01;SPOLA_0001;NÃO TOP
OPRD01;SPOLA_0002;TOP
OPRD02;SPOLA_0003;TOP
ORCT01;SPSPR_0001;NÃO TOP
ORRD01;SPSPR_0002;NÃO TOP
OSCD01;SPOCO_0001;NÃO TOP
OSJE01;SPOCO_0002;NÃO TOP
OSJF01;SPOCO_0003;TOP
OSJG01;SPOCO_0004;NÃO TOP
OSJH01;SPOCO_0005;NÃO TOP
OSJO01;SPOCO_0006;NÃO TOP
OSJP01;SPOCO_0007;TOP
OSJT01;SPOCO_0008;NÃO TOP
OSPA02;SPOCO_0009;NÃO TOP
OS009R;SPOCO_0022;NÃO TOP
OSPD01;SPOCO_0010;NÃO TOP
OSRE01;SPOCO_0012;TOP
OSRR01;SPOCO_0013;NÃO TOP
NOKIA SPO;0; NÃO TOP
OSVI01;SPOCO_0014;NÃO TOP
OSVJ01;SPOCO_0024; NÃO TOP
OSVL01;SPOCO_0015;NÃO TOP
OSVM01;SPOCO_0016;NÃO TOP
OSVO01;SPOCO_0017;NÃO TOP
OSVQ01;SPOCO_0018;NÃO TOP
OSVQ02;SPOCO_0019;NÃO TOP
OSVR01;SPOCO_0020;TOP
OTCT02;SPBRT_0001;NÃO TOP
OTRD01;SPBRT_0002;NÃO TOP
OTRD02;SPBRT_0003;NÃO TOP
OTRD03;SPBRT_0004;TOP
OTRD04;SPBRT_0005;NÃO TOP
OUJA01;SPORN_0001;NÃO TOP
OURD01;SPORN_0002; NÃO TOP
OURD03;SPORN_0003;TOP
OUVR01;SPORN_0005;TOP
OWCT01;SPPTD_0001;NÃO TOP
OZCT01;SPOSC_0001;TOP
PAVR01;SPPOA_0001;TOP
PBCH01;SPPRB_0001;TOP
PBET01;SPPRB_0002;TOP
PBMR01;SPPRB_0003;NÃO TOP
PBPL01;SPPRB_0004;TOP
PBRA01;SPPRB_0005;NÃO TOP
PBRP01;SPPRB_0006;TOP
PBSF01;SPPRB_0007;TOP
PBST01;SPPRB_0009;NÃO TOP
PCBV01;SPPAA_0001;TOP
PCCN01;SPPAA_0016;NÃO TOP
PCCT01;SPPAA_0002;NÃO TOP
PCCT02;SPPAA_0003;NÃO TOP
PCJA01;SPPAA_0004;NÃO TOP
PCJB01;SPPAA_0005;NÃO TOP
PCJP01;SPPAA_0006;NÃO TOP
PCMM05;SPPAA_0007; NÃO TOP
PCPL01;SPPAA_0008;TOP
PCRD01;SPPAA_0009;NÃO TOP
PCRD02;SPPAA_0010;NÃO TOP
PCSC01;SPPAA_0011;NÃO TOP
PCSE01;SPPAA_0012;NÃO TOP
PCTP01;SPPAA_0017;TOP
PCUN01;SPPAA_0013;NÃO TOP
PCUN02;SPPAA_0014;TOP
PCVI02;SPPAA_0019;NÃO TOP
PCVN01;SPPAA_0015;NÃO TOP
PDAP01;SPPBA_0005;NÃO TOP
PDCR01;SPPBA_0001;NÃO TOP
PDCT01;SPPBA_0002;NÃO TOP
PDMC01;SPPBA_0006;TOP
PDPC01;SPPBA_0007;NÃO TOP
PDPU01;SPPBA_0003;TOP
PDSC01;SPPBA_0004;NÃO TOP
PEAB01;SPPDA_0001;TOP
PEMC01;SPPDA_0002;TOP
PFAN01;SPPTF_0001;NÃO TOP
PGBP01;SPPGE_0001;TOP
PGBQ01;SPPGE_0002;TOP
PGCA01;SPPGE_0013;TOP
PGCA02;SPPGE_0015;NÃO TOP
PGIG01;SPPGE_0004;TOP
PGJM01;SPPGE_0005;NÃO TOP
PGPP01;SPPGE_0006;TOP
PGSO01;SPPGE_0007;NÃO TOP
PGTB01;SPPGE_0008;NÃO TOP
PGVA01;SPPGE_0009;NÃO TOP
PGVN01;SPPGE_0011;NÃO TOP
PGVO01;SPPGE_0012;NÃO TOP
PHCT01;SPSOH_0001;NÃO TOP
PHLG01;SPSOH_0002;TOP
PHSR01;SPSOH_0003;TOP
PICT01;SPPNM_0001;NÃO TOP
PIRD01;SPPNM_0002;TOP
PJCT01;SPPPJ_0001;NÃO TOP
PKRD01;SPPPT_0001;TOP
PLBR01;SPPLA_0001;TOP
PLBT01;SPPLA_0002;TOP
PLJF01;SPPLA_0003;NÃO TOP
PLNP01;SPPLA_0004;NÃO TOP
PMRD01;SPPMO_0001;TOP
PNRD02;SPPDR_0002;NÃO TOP
PORD02;SPAHV_0002;NÃO TOP
POVM01;SPPNI_0001;NÃO TOP
PPCN01;SPPPE_0001;NÃO TOP
PPCO01;SPPPE_0010;TOP
PPCT01;SPPPE_0002;TOP
PPJA01;SPPPE_0003;NÃO TOP
PPJR01;SPPPE_0004; NÃO TOP
PPJS01;SPPPE_0005;NÃO TOP
PPMA01;SPPPE_0006;NÃO TOP
PPRD01;SPPPE_0007;NÃO TOP
PP010R;0; NÃO TOP
PPSE01;SPPPE_0008;NÃO TOP
PQAN01;SPSRQ_0001;NÃO TOP
PQAN02;SPSRQ_0002;NÃO TOP
PQAN03;SPSRQ_0003;NÃO TOP
PQCT01;SPSRQ_0004;TOP
PQRD01;SPSRQ_0005;TOP
PQRP01;SPSRQ_0006; NÃO TOP
PRBE01;SPPUE_0002;TOP
PRCT01;SPPUE_0001;TOP
PRPR01;SPPUE_0003;TOP
PSCT01;SPPAG_0002;NÃO TOP
PSVB01;SPPAG_0003;TOP
PTCT01;SPPIA_0001;NÃO TOP
PTRD01;SPPIA_0002;TOP
PUFP01;SPPTG_0001;NÃO TOP
PURD01;SPPTG_0002;TOP
PVCT01;SPPVL_0001;NÃO TOP
PWCT01;SPPGP_0001;NÃO TOP
PWRD02;SPPGP_0002;TOP
PYRD01;SPPON_0001;NÃO TOP
PYRD03;SPPON_0002;NÃO TOP
PZCM01;SPPRF_0001;NÃO TOP
PZPZ01;SPPRF_0002;NÃO TOP
PZRD01;SPPRF_0003;TOP
PZRD02;SPPRF_0004;TOP
PZRD03;SPPRF_0005;NÃO TOP
PZRD04;SPPRF_0006;NÃO TOP
PZRD05;SPPRF_0005; NÃO TOP
QLSJ01;SPQUZ_0001;NÃO TOP
QTCT01;SPQAA_0001;NÃO TOP
QUCT01;SPTQB_0001;NÃO TOP
RACT01;SPSJR_0001;TOP
RAMC01;SPSJR_0002;NÃO TOP
RBCT01;SPPBE_0001;NÃO TOP
RCCT01;SPRCO_0001;TOP
RCKR01;SPRCO_0003;NÃO TOP
RCSP01;SPRCO_0004;TOP
RCWL01;SPRCO_0005;TOP
RDRD01;SPSCP_0001;NÃO TOP
RDTI01;SPSCP_0002;NÃO TOP
RERD01;SPRTG_0001;NÃO TOP
RFCA01;SPRFD_0001;NÃO TOP
RGVF01;SPRGS_0001;NÃO TOP
RHCT01;SPTNH_0001;NÃO TOP
RICT01;SPRGF_0001;NÃO TOP
RIRD01;SPRGF_0002;NÃO TOP
RKCT01;SPRNO_0001;NÃO TOP
RLRD01;SPIPS_0001;NÃO TOP
RNCT01;SPMID_0001;NÃO TOP
ROCT01;SPRGT_0001;TOP
RORD03;SPRGT_0002;TOP
RPRC01;SPRPS_0003;TOP
RPVR01;SPRPS_0004;TOP
RRCT01;SPRDP_0001;TOP
RRRD01;SPRDP_0002;NÃO TOP
RSBR01;SPRSA_0001;NÃO TOP
RSCT01;SPRSA_0002;NÃO TOP
RTAI01;SPRPO_0002;NÃO TOP
RTCAS0101;0; NÃO TOP
RTCAS0102;0; NÃO TOP
RTCE01;SPRPO_0005;NÃO TOP
RTCR01;SPRPO_0006;NÃO TOP
RTCT01;SPRPO_0007;TOP
RTCT03;SPRPO_0009;TOP
RTGPRS01;0; NÃO TOP
RTGPRS02;0; NÃO TOP
RTJA01;SPRPO_0012;TOP
RTJC02;SPRPO_0013; NÃO TOP
RTJF01;SPRPO_0014;NÃO TOP
RTJG01;SPRPO_0015;NÃO TOP
RTJI01;SPRPO_0016;NÃO TOP
RTJJ01;SPRPO_0017;NÃO TOP
RTJM01;SPRPO_0018;TOP
RTJP01;SPRPO_0019;TOP
RTJR01;SPSTZ_0001;TOP
RTJS02;SPRPO_0021;NÃO TOP
RTJU01;SPRPO_0022;NÃO TOP
RTLG01;SPRPO_0023;NÃO TOP
RTPF01;SPRPO_0025;TOP
RTPI01;SPRPO_0026;NÃO TOP
RTQD01;SPRPO_0027;TOP
RTRD01;SPRPO_0028;TOP
RTRPO0101;0; NÃO TOP
RTRT01;SPRPO_0029;NÃO TOP
RTSNT1;0; NÃO TOP
RTSNT2;0; NÃO TOP
RTSOC0101;0; NÃO TOP
RTSRR0201;0; NÃO TOP
RTSZ01;SPRPO_0030;NÃO TOP
RTUU01;SPRPO_0031;TOP
RTVE01;SPRPO_0033;NÃO TOP
RTVMR0201;0; NÃO TOP
RTVMR0202;0; NÃO TOP
RTVR01;SPRPO_0035; NÃO TOP
RTVS01;SPRPO_0036;TOP
RTVT01;SPRPO_0037;TOP
RTVV01;SPRPO_0047;NÃO TOP
RUCT01;SPCJU_0001;TOP
RWCT01;SPRIC_0001;NÃO TOP
RXCT01;SPROA_0001;NÃO TOP
RXCT02;SPROA_0002;NÃO TOP
RYCT01;SPRBB_0001;NÃO TOP
RZCT01;SPRLD_0001;NÃO TOP
SAAF01;SPSNE_0002;TOP
SACM01;SPSNE_0004;TOP
SACT01;SPSNE_0005;TOP
SAJA01;SPSNE_0006;TOP
SAJL01;SPSNE_0007;TOP
SAJR01;SPSNE_0008;NÃO TOP
SAJR02;SPSNE_0009;NÃO TOP
SAML01;SPSNE_0022;NÃO TOP
SASD01;SPSNE_0010;NÃO TOP
SAUT01;SPSNE_0011;TOP
SAVA01;SPSNE_0012;NÃO TOP
SAVB01;SPSNE_0013;TOP
SAVB02;SPSNE_0014;NÃO TOP
SAVB03;SPSNE_0015; NÃO TOP
SAVP01;SPSNE_0016;NÃO TOP
SAVR01;SPSNE_0017;TOP
SAVS01;SPSNE_0018;NÃO TOP
SAVV01;SPSNE_0019;TOP
SBAL02;SPSBO_0001;NÃO TOP
SBBN01;SPSBO_0002;TOP
SBBT01;SPSBO_0003;TOP
SBFZ01;SPSBO_0004;TOP
SBFZ02;SPSBO_0005;TOP
SBJA01;SPSBO_0006;TOP
SBJB01;SPSBO_0007;TOP
SBJM01;SPSBO_0008;NÃO TOP
SBJM02;SPSBO_0009;NÃO TOP
SBJN01;SPSBO_0010;TOP
SBJR01;SPSBO_0011;NÃO TOP
SBJT01;SPSBO_0012;NÃO TOP
SBJU01;SPSBO_0013;NÃO TOP
SBMN01;SPSBO_0014;TOP
SBPC01;SPSBO_0015;NÃO TOP
SBPC02;SPSBO_0016;NÃO TOP
SBPC03;SPSBO_0035;TOP
SBPI01;SPSBO_0017;TOP
SBPT02;SPSBO_0018; NÃO TOP
SBRG01;SPSBO_0020;TOP
SBRP01;SPSBO_0021;NÃO TOP
SBRR01;SPSBO_0022;NÃO TOP
SBST01;SPSBO_0023;TOP
SBST02;SPSBO_0024;TOP
SBTB01;SPSBO_0025;TOP
SBVA01;SPSBO_0026;NÃO TOP
SBVD01;SPSBO_0027;NÃO TOP
SBVJ01;SPSBO_0028;NÃO TOP
SBVM01;SPSBO_0029;NÃO TOP
SBVV01;SPSBO_0030;NÃO TOP
SBVL01;SPSBO_0031;NÃO TOP
SCBV01;SPSCN_0001;NÃO TOP
SCBV02;SPSCN_0008;NÃO TOP
SCFN01;SPSCN_0002;TOP
SCSA01;SPSCN_0003;NÃO TOP
SCSJ01;SPSCN_0004;NÃO TOP
SCSM01;SPSCN_0005;NÃO TOP
SCSP02;SPSCN_0006;TOP
SDCT01;SPSTB_0001;NÃO TOP
SDFN01;SPSTB_0002;TOP
SDJI01;SPSTB_0003;NÃO TOP
SDJP01;SPSTB_0004;NÃO TOP
SDRD01;SPSTB_0006;NÃO TOP
SDSA01;SPSTB_0005;TOP
SEJF01;SPSTZ_0002;TOP
SEJR01;SPSTZ_0004;TOP
SEVI01;SPSTZ_0006;NÃO TOP
SFCT01;SPSFL_0001;NÃO TOP
SGBP01;SPSNG_0001;NÃO TOP
SGQC01;SPSNG_0002;NÃO TOP
SGRD01;SPSNG_0004; NÃO TOP
SHCT01;SPSALN0001;TOP
SICH01;SPSBL_0001;NÃO TOP
SICH02;SPSBL_0002;NÃO TOP
SILB01;SPSBL_0003;NÃO TOP
SIVN01;SPSBL_0004;NÃO TOP
SJ045R;SPSJC_0052;NÃO TOP
SJ057R;SPSJC_0049;NÃO TOP
SJBE01;SPSJC_0002; NÃO TOP
SJCJ01;SPSJC_0003; NÃO TOP
SJCR01;SPSJC_0004; NÃO TOP
SJCT01;SPSJC_0005; NÃO TOP
SJEB01;SPSJC_0050; NÃO TOP
SJEM01;SPSJC_0006; NÃO TOP
SJFC01;SPSJC_0007; NÃO TOP
SJJA01;SPSJC_0008; NÃO TOP
SJJC01;SPSJC_0009; NÃO TOP
SJJC02;SPSJC_0010; NÃO TOP
SJJD01;SPSJC_0013; NÃO TOP
SJJE01;SPSJC_0014; NÃO TOP
SJJG01;SPSJC_0015; NÃO TOP
SJJI01;SPSJC_0016; NÃO TOP
SJJI02;SPSJC_0051; NÃO TOP
SJJM01;SPSJC_0017; NÃO TOP
SJJR01;SPSJC_0018; NÃO TOP
SJJS01;SPSJC_0019; NÃO TOP
SJMA04;SPSJC_0022; NÃO TOP
SJMC01;SPSJC_0026; NÃO TOP
SJMC02;SPSJC_0027; NÃO TOP
SJOC01;SPSJC_0029; NÃO TOP
SJPI01;SPSJC_0030; NÃO TOP
SJPN01;SPSJC_0031; NÃO TOP
SJPT01;SPSJC_0047; NÃO TOP
SJPV01;SPSJC_0106; NÃO TOP
SJSD01;SPSJC_0033; NÃO TOP
SJSM01;SPSJC_0036; NÃO TOP
SJUN01;SPSJC_0037; NÃO TOP
SJVA01;SPSJC_0038; NÃO TOP
SJVE01;SPSJC_0046; NÃO TOP
SJVG01;SPSJC_0039; NÃO TOP
SJVL01;SPSJC_0040; NÃO TOP
SJVL02;SPSJC_0041; NÃO TOP
SJVM01;SPSJC_0042; NÃO TOP
SJVP01;SPSJC_0043; NÃO TOP
SJVV01;SPSJC_0044; NÃO TOP
SKCA01;SPSCL_0001; NÃO TOP
SKCT01;SPSCL_0002; NÃO TOP
SKJB01;SPSCL_0009; NÃO TOP
SKJP01;SPSCL_0003; NÃO TOP
SKMS01;SPSCL_0004; NÃO TOP
SKNS01;SPSCL_0005; NÃO TOP
SKRD01;SPSCL_0006;NÃO TOP
SKSG01;SPSCL_0007; NÃO TOP
SKVM01;SPSCL_0008; NÃO TOP
SLDI01;SPSLO_0001;NÃO TOP
SLJC01;SPSLO_0002;NÃO TOP
SLSJ01;SPSLO_0003;NÃO TOP
SLVI01;SPSLO_0004;NÃO TOP
SMBL01;SPSUM_0001; NÃO TOP
SMCT01;SPSUM_0002; NÃO TOP
SMGI01;SPSUM_0003; NÃO TOP
SMPI01;SPSUM_0005; NÃO TOP
SNAH01;SPSPB_0001; NÃO TOP
SNAS01;SPSPB_0002; NÃO TOP
SNEN01;SPBRE_0013; NÃO TOP
SNMP01;SPBRE_0014; NÃO TOP
SNSH01;SPAREM0003;TOP
SNSL01;SPSPB_0003; NÃO TOP
SNTM01;SPSPB_0004; NÃO TOP
SOAP01;SPSOC_0001; NÃO TOP
SOCM03;SPSOC_0003; NÃO TOP
SOCT01;SPSOC_0004; NÃO TOP
SOCT03;SPSOC_0005; NÃO TOP
SOED01;SPSOC_0006; NÃO TOP
SOEG01;SPSOC_0007; NÃO TOP
SOGO01;SPSOC_0009; NÃO TOP
SOJD01;SPSOC_0010; NÃO TOP
SOJE01;SPSOC_0011; NÃO TOP
SOJI01;SPSOC_0012; NÃO TOP
SOJL01;SPSOC_0013; NÃO TOP
SOJM01;SPSOC_0014; NÃO TOP
SOJP01;SPSOC_0015; NÃO TOP
SOJS01;SPSOC_0016; NÃO TOP
SOJV01;SPSOC_0017; NÃO TOP
SOLA01;SPSOC_0018; NÃO TOP
SOMT01;SPSOC_0019; NÃO TOP
SOPA01;SPSOC_0020; NÃO TOP
SOPC01;SPSOC_0021; NÃO TOP
SOPI01;SPSOC_0022; NÃO TOP
SOPI02;SPSOC_0036; NÃO TOP
SOPL01;SPSOC_0023; NÃO TOP
SORD01;SPSOC_0024; NÃO TOP
SORD02;SPSOC_0025;TOP
SOSA01;SPSOC_0026; NÃO TOP
SOST01;SPSOC_0027; NÃO TOP
SOVA01;SPSOC_0029; NÃO TOP
SOVH01;SPSOC_0030; NÃO TOP
SOVL01;SPSOC_0031; NÃO TOP
SOVM01;SPSOC_0032; NÃO TOP
SOVP01;SPSOC_0033; NÃO TOP
SOVR01;SPSOC_0034; NÃO TOP
SOVS01;SPSOC_0035; NÃO TOP
SP011M;SPSPO_0603; NÃO TOP
SP064R;SPSPO_0610;NÃO TOP
SPAA01;SPSPO_0023; NÃO TOP
SPAA02;SPSPO_0024; NÃO TOP
SPAA03;SPSPO_0025; NÃO TOP
SPAA04;SPSPO_0026; NÃO TOP
SPAA05;SPSPO_0027; NÃO TOP
SPAA06;SPSPO_0028; NÃO TOP
SPAC01;SPSPO_0029; NÃO TOP
SPAC03;SPSPO_0030; NÃO TOP
SPAC05;SPSPO_0031; NÃO TOP
SPAC06;SPSPO_0032; NÃO TOP
SPAI01;SPSPO_0033; NÃO TOP
SPAI02;SPSPO_0034; NÃO TOP
SPAI03;SPSPO_0035; NÃO TOP
SPAI04;SPSPO_0036; NÃO TOP
SPAI05;SPSPO_0037; NÃO TOP
SPAI09;SPSPO_0583; NÃO TOP
SPAN01;SPSPO_0038; NÃO TOP
SPAN02;SPSPO_0039; NÃO TOP
SPAR01;SPSPO_0040; NÃO TOP
SPAR02;SPSPO_0041; NÃO TOP
SPAR03;SPSPO_0042; NÃO TOP
SPAR04;SPSPO_0043; NÃO TOP
SPAR05;SPSPO_0785; NÃO TOP
SPBE01;SPSPO_0045; NÃO TOP
SPBE02;SPSPO_0046; NÃO TOP
SPBE04;SPSPO_0048; NÃO TOP
SPBF01;SPSPO_0049; NÃO TOP
SPBF03;SPSPO_0050; NÃO TOP
SPBF05;SPSPO_0052; NÃO TOP
SPBF06;SPSPO_0053; NÃO TOP
SPBL01;SPSPO_0054; NÃO TOP
SPBL02;SPSPO_0055; NÃO TOP
SPBS01;SPSPO_1067; NÃO TOP
SPBS02;SPSPO_0057; NÃO TOP
SPBS03;SPSPO_0058; NÃO TOP
SPBS04;SPSPO_0059; NÃO TOP
SPBT01;SPSPO_0060; NÃO TOP
SPBT02;SPSPO_0061; NÃO TOP
SPBT04;SPSPO_0063; NÃO TOP
SPBU01;SPSPO_0064; NÃO TOP
SPBU02;SPSPO_0065; NÃO TOP
SPBU03;SPSPO_0066; NÃO TOP
SPBU04;SPSPO_0067; NÃO TOP
SPBU05;SPSPO_0068; NÃO TOP
SPBV01;SPSPO_0069; NÃO TOP
SPBV02;SPSPO_0070; NÃO TOP
SPBV03;SPSPO_0071; NÃO TOP
SPBV04;SPSPO_0072; NÃO TOP
SPBV05;SPSPO_0073; NÃO TOP
SPBV06;SPSPO_0074; NÃO TOP
SPBV07;SPSPO_0075; NÃO TOP
SPBV08;SPSPO_0076; NÃO TOP
SPBV11;SPSPO_0077; NÃO TOP
SPBV12;SPSPO_0078; NÃO TOP
SPBV13;SPSPO_0079; NÃO TOP
SPBV14;SPSPO_0080; NÃO TOP
SPBV16;SPSPO_0584; NÃO TOP
SPBV17;SPSPO_0553; NÃO TOP
SPCA02;SPSPO_0081; NÃO TOP
SPCB01;SPSPO_0082; NÃO TOP
SPCB03;SPSPO_0083; NÃO TOP
SPCB04;SPSPO_0084; NÃO TOP
SPCB05;SPSPO_0085; NÃO TOP
SPCB06;SPSPO_0086; NÃO TOP
SPCB07;SPSPO_0087; NÃO TOP
SPCB08;SPSPO_0088; NÃO TOP
SPCB11;SPSPO_0089; NÃO TOP
SPCB12;SPSPO_0090; NÃO TOP
SPCB14;SPSPO_0091; NÃO TOP
SPCB15;SPSPO_0092; NÃO TOP
SPCB16;SPSPO_0586; NÃO TOP
SPCC01;SPSPO_0093; NÃO TOP
SPCC02;SPSPO_0094; NÃO TOP
SPCD02;SPSPO_0097; NÃO TOP
SPCD03;SPSPO_0098; NÃO TOP
SPCD07;SPSPO_0100; NÃO TOP
SPCE01;SPSPO_0102; NÃO TOP
SPCE04;SPSPO_0103; NÃO TOP
SPCG01;SPSPO_0104; NÃO TOP
SPCG02;SPSPO_0105; NÃO TOP
SPCG03;SPSPO_0106; NÃO TOP
SPCG04;SPSPO_0107; NÃO TOP
SPCG05;SPSPO_0108; NÃO TOP
SPCG06;SPSPO_0109; NÃO TOP
SPCG07;SPSPO_0110; NÃO TOP
SPCI01;SPSPO_0111; NÃO TOP
SPCI02;SPSPO_0112; NÃO TOP
SPCI03;SPSPO_0113; NÃO TOP
